EBELN,INVOICE_DATE,INVOICE_WEEK,INVOICE_MONTH,INVOICE_QUARTER,VENDOR_CODE,VENDOR_NAME,VENDOR_COUNTRY,MATERIAL_CODE,MATERIAL_TYPE,PUR_ORG,PUR_ORG_NAME,PUR_GRP,PUR_GRP_NAME,LOCAL_CURRENCY,INVOICE_COUNT,TOTAL_SPEND
4500000392,2024-08-30,2024w35,Aug-2024,2024-3,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000092,ROH,P002,,US4,US West-Packaged G,USD,4,0.0
4500001908,2024-03-16,2024w11,Mar-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000093,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,6,4320.0
4500001887,2024-03-16,2024w11,Mar-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000094,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2160.0
4500001169,2023-10-12,2023w41,Oct-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000094,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,2,520.0
4500001763,2024-02-14,2024w7,Feb-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000098,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
4500001855,2024-03-16,2024w11,Mar-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000098,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
4500000884,2023-08-06,2023w31,Aug-2023,2023-3,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000098,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
4500001743,2024-02-10,2024w6,Feb-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000097,ROH,P002,,US4,US West-Packaged G,USD,6,3000.0
4500000414,2024-08-29,2024w35,Aug-2024,2024-3,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000099,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,1440.0
4500000454,2024-08-29,2024w35,Aug-2024,2024-3,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000099,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,1440.0
4500000434,2024-08-29,2024w35,Aug-2024,2024-3,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000099,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,1440.0
4500001334,2023-11-20,2023w47,Nov-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000100,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
4500001301,2023-11-20,2023w47,Nov-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000100,ROH,P002,,US4,US West-Packaged G,USD,4,0.0
4500001752,2024-02-10,2024w6,Feb-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000096,ROH,P002,,US4,US West-Packaged G,USD,6,690.0
4500001430,2023-12-24,2023w51,Dec-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000098,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
4500000844,2023-08-07,2023w32,Aug-2023,2023-3,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000098,ROH,P002,,US4,US West-Packaged G,USD,4,0.0
4500001854,2024-03-16,2024w11,Mar-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000094,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2160.0
4500001795,2024-03-19,2024w12,Mar-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000098,ROH,P002,,US4,US West-Packaged G,USD,4,0.0
4500001464,2023-12-24,2023w51,Dec-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000100,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
4500001474,2023-12-24,2023w51,Dec-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000100,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
4500001371,2023-12-24,2023w51,Dec-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000100,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
4500001451,2023-12-26,2023w52,Dec-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000100,ROH,P002,,US4,US West-Packaged G,USD,4,0.0
4500001611,2024-01-14,2024w2,Jan-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000100,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
4500001551,2024-01-11,2024w2,Jan-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000100,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
4500001744,2024-02-10,2024w6,Feb-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000100,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
4500001691,2024-02-10,2024w6,Feb-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000100,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
4500001754,2024-02-10,2024w6,Feb-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000100,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
4500001796,2024-03-16,2024w11,Mar-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000100,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
4500000971,2023-09-06,2023w36,Sep-2023,2023-3,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000100,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
4500001031,2023-09-10,2023w36,Sep-2023,2023-3,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000100,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
4500000475,2024-08-29,2024w35,Aug-2024,2024-3,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000101,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,960.0
4500000150,2024-07-14,2024w28,Jul-2024,2024-3,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000101,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,1400.0
4500000439,2024-08-29,2024w35,Aug-2024,2024-3,CV000036,US 2 Vendor for Operating supplies,US,C0000227,HIBE,P002,US West Pur org,P02,US West Buyer,USD,4,320.0
4500001497,2023-12-24,2023w51,Dec-2023,2023-4,CV000036,US 2 Vendor for Operating supplies,US,C0000227,HIBE,P002,US West Pur org,P02,US West Buyer,USD,6,990.0
4500001205,2023-10-12,2023w41,Oct-2023,2023-4,CV000036,US 2 Vendor for Operating supplies,US,C0000227,HIBE,P002,US West Pur org,P02,US West Buyer,USD,6,990.0
4500000419,2024-08-30,2024w35,Aug-2024,2024-3,CV000036,US 2 Vendor for Operating supplies,US,C0000227,HIBE,P002,US West Pur org,P02,US West Buyer,USD,4,320.0
4500000976,2023-09-06,2023w36,Sep-2023,2023-3,CV000036,US 2 Vendor for Operating supplies,US,C0000229,HIBE,P002,US West Pur org,P02,US West Buyer,USD,4,460.0
4500000401,2024-08-29,2024w35,Aug-2024,2024-3,CV000036,US 2 Vendor for Operating supplies,US,C0000231,HIBE,P002,,P02,US West Buyer,USD,4,340.0
4500001397,2023-12-24,2023w51,Dec-2023,2023-4,CV000036,US 2 Vendor for Operating supplies,US,C0000231,HIBE,P002,,P02,US West Buyer,USD,6,660.0
4500001737,2024-02-10,2024w6,Feb-2024,2024-1,CV000036,US 2 Vendor for Operating supplies,US,C0000231,HIBE,P002,,P02,US West Buyer,USD,6,660.0
4500001597,2024-01-11,2024w2,Jan-2024,2024-1,CV000036,US 2 Vendor for Operating supplies,US,C0000232,HIBE,P002,US West Pur org,P02,US West Buyer,USD,4,960.0
4500001717,2024-02-10,2024w6,Feb-2024,2024-1,CV000036,US 2 Vendor for Operating supplies,US,C0000232,HIBE,P002,US West Pur org,P02,US West Buyer,USD,4,960.0
4500001137,2023-10-12,2023w41,Oct-2023,2023-4,CV000036,US 2 Vendor for Operating supplies,US,C0000232,HIBE,P002,US West Pur org,P02,US West Buyer,USD,4,960.0
4500000461,2024-08-29,2024w35,Aug-2024,2024-3,CV000036,US 2 Vendor for Operating supplies,US,C0000232,HIBE,P002,US West Pur org,P02,US West Buyer,USD,4,720.0
4500001266,2023-11-18,2023w46,Nov-2023,2023-4,CV000036,US 2 Vendor for Operating supplies,US,C0000249,HIBE,P002,US West Pur org,P02,US West Buyer,USD,2,450.0
4500001242,2023-11-18,2023w46,Nov-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001392,2023-12-24,2023w51,Dec-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001452,2023-12-24,2023w51,Dec-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001485,2023-12-26,2023w52,Dec-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001412,2023-12-24,2023w51,Dec-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001592,2024-01-11,2024w2,Jan-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001532,2024-01-11,2024w2,Jan-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001755,2024-02-14,2024w7,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001185,2023-10-12,2023w41,Oct-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001303,2023-11-18,2023w46,Nov-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500001223,2023-11-18,2023w46,Nov-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500001316,2023-11-20,2023w47,Nov-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500001593,2024-01-14,2024w2,Jan-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500001733,2024-02-10,2024w6,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500001746,2024-02-14,2024w7,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500000887,2023-08-06,2023w31,Aug-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,6,18360.0
4500001056,2023-09-06,2023w36,Sep-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500001153,2023-10-14,2023w41,Oct-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500001196,2023-10-12,2023w41,Oct-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500001173,2023-10-12,2023w41,Oct-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500000437,2024-08-29,2024w35,Aug-2024,2024-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,10880.0
4500001072,2023-09-06,2023w36,Sep-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,6,18360.0
4500000438,2024-08-29,2024w35,Aug-2024,2024-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000142,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,19040.0
4500001284,2023-11-18,2023w46,Nov-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500001554,2024-01-14,2024w2,Jan-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,,US6,US West-Electronic,USD,4,0.0
4500001057,2023-09-06,2023w36,Sep-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500001154,2023-10-12,2023w41,Oct-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500000831,2023-08-06,2023w31,Aug-2023,2023-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000001,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,720.0
4500000695,2024-09-02,2024w36,Sep-2024,2024-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000003,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,6,3600.0
4500001138,2023-10-12,2023w41,Oct-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000003,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,2640.0
4500000444,2024-08-29,2024w35,Aug-2024,2024-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,2720.0
4500000875,2023-08-07,2023w32,Aug-2023,2023-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000016,FERT,P002,,US4,US West-Packaged G,USD,4,0.0
4500001001,2023-09-06,2023w36,Sep-2023,2023-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000016,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,1440.0
4500000405,2024-08-29,2024w35,Aug-2024,2024-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000019,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,2640.0
4500001442,2023-12-24,2023w51,Dec-2023,2023-4,CV000009,Vendor 2 for US 2-Perishables,US,C0000033,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,2160.0
4500001422,2023-12-24,2023w51,Dec-2023,2023-4,CV000009,Vendor 2 for US 2-Perishables,US,C0000033,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,2160.0
4500001366,2023-12-24,2023w51,Dec-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000061,FERT,P002,,US6,US West-Electronic,USD,4,352800.0
4500000966,2023-09-06,2023w36,Sep-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000061,FERT,P002,,US6,US West-Electronic,USD,4,352800.0
4500000934,2023-08-06,2023w31,Aug-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000066,FERT,P002,US West Pur org,US6,US West-Electronic,USD,6,51840.0
4500001112,2023-10-12,2023w41,Oct-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001326,2023-11-18,2023w46,Nov-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500001076,2023-09-06,2023w36,Sep-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,6,18360.0
4500001142,2023-10-12,2023w41,Oct-2023,2023-4,CV000009,Vendor 2 for US 2-Perishables,US,C0000033,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,2160.0
4500000471,2024-08-29,2024w35,Aug-2024,2024-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000065,FERT,P002,US West Pur org,US6,US West-Electronic,USD,4,14400.0
4500001496,2023-12-24,2023w51,Dec-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,6,18360.0
4500001587,2024-01-11,2024w2,Jan-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000067,FERT,P002,US West Pur org,US6,US West-Electronic,USD,2,12760.0
4500001439,2023-12-24,2023w51,Dec-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000233,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,2880.0
4500001399,2023-12-24,2023w51,Dec-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000233,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,2880.0
4500001758,2024-02-14,2024w7,Feb-2024,2024-1,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000233,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,2880.0
4500001293,2023-11-20,2023w47,Nov-2023,2023-4,CV000009,Vendor 2 for US 2-Perishables,US,C0000240,FERT,P002,,US5,US West-Perishable,USD,4,0.0
4500001479,2023-12-24,2023w51,Dec-2023,2023-4,CV000009,Vendor 2 for US 2-Perishables,US,C0000240,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,5120.0
4500001703,2024-02-10,2024w6,Feb-2024,2024-1,CV000009,Vendor 2 for US 2-Perishables,US,C0000240,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,5120.0
4500000387,2024-08-29,2024w35,Aug-2024,2024-3,CV000009,Vendor 2 for US 2-Perishables,US,C0000240,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,2880.0
4500000918,2023-08-06,2023w31,Aug-2023,2023-3,CV000009,Vendor 2 for US 2-Perishables,US,C0000242,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,13200.0
4500000859,2023-08-06,2023w31,Aug-2023,2023-3,CV000009,Vendor 2 for US 2-Perishables,US,C0000244,FERT,P002,,US5,US West-Perishable,USD,4,8320.0
4500001382,2023-12-24,2023w51,Dec-2023,2023-4,CV000009,Vendor 2 for US 2-Perishables,US,C0000033,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,2160.0
4500001190,2023-10-12,2023w41,Oct-2023,2023-4,CV000009,Vendor 2 for US 2-Perishables,US,C0000244,FERT,P002,,US5,US West-Perishable,USD,4,8320.0
4500001206,2023-10-12,2023w41,Oct-2023,2023-4,CV000009,Vendor 2 for US 2-Perishables,US,C0000246,FERT,P002,US West Pur org,US5,US West-Perishable,USD,6,10080.0
4500001675,2024-02-10,2024w6,Feb-2024,2024-1,CV000036,US 2 Vendor for Operating supplies,US,C0000226,HIBE,P002,US West Pur org,P02,US West Buyer,USD,4,2160.0
4500001155,2023-10-12,2023w41,Oct-2023,2023-4,CV000036,US 2 Vendor for Operating supplies,US,C0000226,HIBE,P002,US West Pur org,P02,US West Buyer,USD,4,2160.0
4500000646,2024-09-02,2024w36,Sep-2024,2024-3,CV000026,Vendor 1 for Canada-Raw material PG,CA,C0000095,ROH,P003,Canada Pur Org,C01,Canada-Packaged G,CAD,6,1440.0
4500000203,2024-07-26,2024w30,Jul-2024,2024-3,CV000011,Vendor 1 for Canada-Packaged Goods,CA,C0000009,FERT,P003,,C01,Canada-Packaged G,CAD,4,0.0
4500000588,2024-09-01,2024w35,Sep-2024,2024-3,CV000029,Vendor 1 for Germany-Raw Materials,DE,C0000100,ROH,P004,Germany Pur Org,G01,Germany-Packaged G,EUR,4,1560.0
4500000810,2024-09-05,2024w36,Sep-2024,2024-3,CV000032,Vendor 1 for Japan-Raw Materials PG,JP,C0000091,ROH,P005,Japan Pur Org,J01,Japan -Packaged G,JPY,6,4968.0
4500000719,2024-09-05,2024w36,Sep-2024,2024-3,CV000032,Vendor 1 for Japan-Raw Materials PG,JP,C0000097,ROH,P005,Japan Pur Org,J01,Japan -Packaged G,JPY,4,2392.0
4500000709,2024-09-05,2024w36,Sep-2024,2024-3,CV000017,Vendor 1 for Japan-Packaged Goods,JP,C0000009,FERT,P005,Japan Pur Org,J01,Japan -Packaged G,JPY,4,3780.0
4500000793,2024-09-05,2024w36,Sep-2024,2024-3,CV000018,Vendor 2 for Japan-Perishables,JP,C0000242,FERT,P005,Japan Pur Org,J02,Japan-Perishable,JPY,4,14736.0
4500000756,2024-09-05,2024w36,Sep-2024,2024-3,CV000019,Vendor 3 for Japan- Electronics,JP,C0000064,FERT,P005,,J03,Japan-Electronic,JPY,6,10620.0
4500000744,2024-09-05,2024w36,Sep-2024,2024-3,CV000039,Japan Vendor for Operating supplies,JP,C0000226,HIBE,P005,Japan Pur Org,P05,Japan Buyer,JPY,4,3500.0
4500001917,2024-09-20,2024w38,Sep-2024,2024-3,CV000006,Vendor 2 for US 1 -Perishables,US,C0000034,FERT,P001,,US2,US East-Perishable,USD,6,4320.0
4500001922,2024-09-21,2024w38,Sep-2024,2024-3,CV000007,Vendor 3 for US 1 Electronics,US,C0000064,FERT,P001,US East Pur org,US3,US East-Electronic,USD,4,7680.0
4500000116,2024-07-07,2024w27,Jul-2024,2024-3,CV000005,Vendor 1 for US 1 -Packaged Goods,US,C0000235,FERT,P001,US East Pur org,US1,US East-Packaged G,USD,4,1120.0
4500001915,2024-09-24,2024w39,Sep-2024,2024-3,CV000005,Vendor 1 for US 1 -Packaged Goods,US,C0000010,FERT,P001,US East Pur org,US1,US East-Packaged G,USD,4,5120.0
4500001921,2024-09-20,2024w38,Sep-2024,2024-3,CV000007,Vendor 3 for US 1 Electronics,US,C0000061,FERT,P001,,US3,US East-Electronic,USD,6,793800.0
4500000350,2024-08-26,2024w35,Aug-2024,2024-3,CV000005,Vendor 1 for US 1 -Packaged Goods,US,C0000236,FERT,P001,US East Pur org,US2,US East-Perishable,USD,4,4320.0
4500000820,2024-09-06,2024w36,Sep-2024,2024-3,CV000006,Vendor 2 for US 1 -Perishables,US,C0000238,FERT,P001,US East Pur org,US2,US East-Perishable,USD,2,1300.0
4500001958,2024-09-21,2024w38,Sep-2024,2024-3,CV000006,Vendor 2 for US 1 -Perishables,US,C0000239,FERT,P001,US East Pur org,US2,US East-Perishable,USD,4,2720.0
4500001998,2024-09-21,2024w38,Sep-2024,2024-3,CV000006,Vendor 2 for US 1 -Perishables,US,C0000240,FERT,P001,US East Pur org,US2,US East-Perishable,USD,2,1360.0
4500000316,2024-08-26,2024w35,Aug-2024,2024-3,CV000006,Vendor 2 for US 1 -Perishables,US,C0000243,FERT,P001,,US2,US East-Perishable,USD,4,5040.0
4500000285,2024-08-26,2024w35,Aug-2024,2024-3,CV000006,Vendor 2 for US 1 -Perishables,US,C0000243,FERT,P001,,US2,US East-Perishable,USD,4,5040.0
4500002035,2024-09-20,2024w38,Sep-2024,2024-3,CV000006,Vendor 2 for US 1 -Perishables,US,C0000245,FERT,P001,,US2,US East-Perishable,USD,4,9520.0
4500001920,2024-09-20,2024w38,Sep-2024,2024-3,CV000006,Vendor 2 for US 1 -Perishables,US,C0000247,FERT,P001,,US2,US East-Perishable,USD,4,8640.0
4500002078,2024-09-26,2024w39,Sep-2024,2024-3,CV000035,US 1 Vendor for Operating supplies,US,C0000226,HIBE,P001,US East Pur org,P01,US East Buyer,USD,4,2880.0
4500001238,2023-11-18,2023w46,Nov-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000092,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,1840.0
4500001408,2023-12-26,2023w52,Dec-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000092,ROH,P002,,US4,US West-Packaged G,USD,4,0.0
4500001511,2023-12-26,2023w52,Dec-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000092,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,1840.0
4500001588,2024-01-11,2024w2,Jan-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000092,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,1840.0
4500001621,2024-01-14,2024w2,Jan-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000092,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,1840.0
4500001708,2024-02-10,2024w6,Feb-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000092,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,1840.0
4500001668,2024-02-10,2024w6,Feb-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000092,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,1840.0
4500000948,2023-09-06,2023w36,Sep-2023,2023-3,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000092,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,1840.0
4500001181,2023-10-14,2023w41,Oct-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000092,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,1840.0
4500001341,2023-11-18,2023w46,Nov-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000093,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,6,4320.0
4500001633,2024-01-11,2024w2,Jan-2024,2024-1,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000093,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,6,4320.0
4500001312,2023-11-18,2023w46,Nov-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000094,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2160.0
4500001369,2023-12-24,2023w51,Dec-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000094,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2160.0
4500001502,2023-12-24,2023w51,Dec-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000094,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2160.0
4500001389,2023-12-24,2023w51,Dec-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000094,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2160.0
4500001182,2023-10-12,2023w41,Oct-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000094,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2160.0
4500000433,2024-08-29,2024w35,Aug-2024,2024-3,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000094,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,1360.0
4500001260,2023-11-18,2023w46,Nov-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000098,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
4500001300,2023-11-18,2023w46,Nov-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000098,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
